"accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"LC331055","1","2","STD","INV","genomic DNA","1498","linear","2018-06-24","137","2018-07-06","137","323",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018193","1","1","STD","INV","genomic DNA","586","linear","2015-05-21","124","2015-05-21","124","757",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018198","1","1","STD","INV","genomic DNA","524","linear","2015-05-21","124","2015-05-21","124","752",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497020","1","2","STD","INV","genomic DNA","653","linear","2009-01-15","99","2009-07-10","101","1076",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082910","1","1","STD","INV","genomic DNA","357","linear","2016-05-20","128","2016-05-20","128","598",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC331054","1","2","STD","INV","genomic DNA","1530","linear","2018-06-24","137","2018-07-06","137","324",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ943578","1","2","STD","INV","genomic DNA","573","linear","2009-06-03","101","2010-10-08","106","1048",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU821660","1","1","STD","INV","genomic DNA","411","linear","2016-03-14","128","2016-03-14","128","616",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU821661","1","1","STD","INV","genomic DNA","411","linear","2016-03-14","128","2016-03-14","128","615",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082911","1","1","STD","INV","genomic DNA","357","linear","2016-05-20","128","2016-05-20","128","597",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK301149","1","2","STD","INV","genomic DNA","605","linear","2019-04-23","140","2019-05-10","140","124",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018194","1","1","STD","INV","genomic DNA","598","linear","2015-05-21","124","2015-05-21","124","756",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018195","1","1","STD","INV","genomic DNA","596","linear","2015-05-21","124","2015-05-21","124","755",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018200","1","1","STD","INV","genomic DNA","595","linear","2015-05-21","124","2015-05-21","124","750",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018201","1","1","STD","INV","genomic DNA","586","linear","2015-05-21","124","2015-05-21","124","749",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018206","1","1","STD","INV","genomic DNA","603","linear","2015-05-21","124","2015-05-21","124","744",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497010","1","2","STD","INV","genomic DNA","595","linear","2009-01-15","99","2009-07-10","101","1086",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497015","1","2","STD","INV","genomic DNA","618","linear","2009-01-15","99","2009-07-10","101","1081",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK301150","1","2","STD","INV","genomic DNA","612","linear","2019-04-23","140","2019-05-10","140","123",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU360327","1","1","STD","INV","genomic DNA","667","linear","2016-03-07","128","2016-03-07","128","623",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018210","1","1","STD","INV","genomic DNA","612","linear","2015-05-21","124","2015-05-21","124","740",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082905","1","1","STD","INV","genomic DNA","563","linear","2016-05-20","128","2016-05-20","128","603",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082906","1","1","STD","INV","genomic DNA","563","linear","2016-05-20","128","2016-05-20","128","602",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082912","1","1","STD","INV","genomic DNA","357","linear","2016-05-20","128","2016-05-20","128","596",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082914","1","1","STD","INV","genomic DNA","313","linear","2016-05-20","128","2016-05-20","128","594",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018196","1","1","STD","INV","genomic DNA","597","linear","2015-05-21","124","2015-05-21","124","754",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018197","1","1","STD","INV","genomic DNA","547","linear","2015-05-21","124","2015-05-21","124","753",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018199","1","1","STD","INV","genomic DNA","598","linear","2015-05-21","124","2015-05-21","124","751",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC018204","1","1","STD","INV","genomic DNA","595","linear","2015-05-21","124","2015-05-21","124","746",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497011","1","2","STD","INV","genomic DNA","651","linear","2009-01-15","99","2009-07-10","101","1085",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497013","1","2","STD","INV","genomic DNA","369","linear","2009-01-15","99","2009-07-10","101","1083",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC331053","1","2","STD","INV","genomic DNA","1530","linear","2018-06-24","137","2018-07-06","137","325",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX082908","1","1","STD","INV","genomic DNA","563","linear","2016-05-20","128","2016-05-20","128","600",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497017","1","2","STD","INV","genomic DNA","652","linear","2009-01-15","99","2009-07-10","101","1079",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497018","1","2","STD","INV","genomic DNA","647","linear","2009-01-15","99","2009-07-10","101","1078",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"FJ497022","1","2","STD","INV","genomic DNA","667","linear","2009-01-15","99","2009-07-10","101","1074",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN174861","1","1","STD","INV","genomic DNA","510","linear","2019-07-23","141","2019-07-23","141","66",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK957185","1","1","STD","INV","genomic DNA","563","linear","2019-07-15","141","2019-07-15","141","71",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK957186","1","1","STD","INV","genomic DNA","599","linear","2019-07-15","141","2019-07-15","141","70",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK621312","1","1","STD","INV","genomic DNA","884","linear","2019-06-04","141","2019-06-04","141","90",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK621315","1","1","STD","INV","genomic DNA","880","linear","2019-06-04","141","2019-06-04","141","87",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH656729","1","1","STD","INV","genomic DNA","645","linear","2018-07-30","137","2018-07-30","137","315",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK621311","1","1","STD","INV","genomic DNA","884","linear","2019-06-04","141","2019-06-04","141","91",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH656730","1","1","STD","INV","genomic DNA","644","linear","2018-07-30","137","2018-07-30","137","314",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK621314","1","1","STD","INV","genomic DNA","882","linear","2019-06-04","141","2019-06-04","141","88",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK621313","1","1","STD","INV","genomic DNA","884","linear","2019-06-04","141","2019-06-04","141","89",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"GQ395386","1","1","STD","INV","genomic DNA","666","linear","2009-11-18","102","2009-11-18","102","1089",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK957187","1","1","STD","INV","genomic DNA","583","linear","2019-07-15","141","2019-07-15","141","69",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689652","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","30",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689653","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","29",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689655","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","27",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628324","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","37",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628326","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","35",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628328","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","33",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689658","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","24",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689661","1","1","STD","INV","genomic DNA","340","linear","2019-11-22","143","2019-11-22","143","21",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689662","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","20",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689669","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","13",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689651","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","31",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689660","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","22",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628325","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","36",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628327","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","34",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689654","1","1","STD","INV","genomic DNA","340","linear","2019-11-22","143","2019-11-22","143","28",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689657","1","1","STD","INV","genomic DNA","338","linear","2019-11-22","143","2019-11-22","143","25",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689659","1","1","STD","INV","genomic DNA","340","linear","2019-11-22","143","2019-11-22","143","23",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689665","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","17",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689668","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","14",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628329","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","32",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689664","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","18",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689666","1","1","STD","INV","genomic DNA","340","linear","2019-11-22","143","2019-11-22","143","16",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689667","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","15",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689656","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","26",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689663","1","1","STD","INV","genomic DNA","339","linear","2019-11-22","143","2019-11-22","143","19",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689670","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","12",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG050161","1","2","STD","INV","genomic DNA","666","linear","2018-02-04","135","2018-02-04","135","375",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG050162","1","2","STD","INV","genomic DNA","579","linear","2018-02-04","135","2018-02-04","135","374",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG050163","1","2","STD","INV","genomic DNA","585","linear","2018-02-04","135","2018-02-04","135","373",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG050160","1","2","STD","INV","genomic DNA","617","linear","2018-02-04","135","2018-02-04","135","376",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628319","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","42",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628320","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","41",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628317","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","44",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628318","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","43",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"AY864679","1","3","STD","INV","genomic DNA","699","linear","2005-01-23","82","2005-12-08","86","1109",309350,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp. ex Canis familiaris"
"AY864678","1","3","STD","INV","genomic DNA","699","linear","2005-01-23","82","2005-12-08","86","1110",309350,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp. ex Canis familiaris"
"AY864677","1","3","STD","INV","genomic DNA","699","linear","2005-01-23","82","2005-12-08","86","1111",309350,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp. ex Canis familiaris"
"JF827605","1","2","STD","ENV","genomic DNA","580","linear","2012-05-29","112","2012-08-01","113","1007",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027010","1","4","STD","ENV","genomic DNA","639","linear","2012-07-30","113","2016-06-23","129","730",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027011","1","4","STD","ENV","genomic DNA","639","linear","2012-07-30","113","2016-06-23","129","729",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027013","1","4","STD","ENV","genomic DNA","620","linear","2012-07-30","113","2016-06-23","129","727",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027014","1","4","STD","ENV","genomic DNA","631","linear","2012-07-30","113","2016-06-23","129","726",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027015","1","4","STD","ENV","genomic DNA","636","linear","2012-07-30","113","2016-06-23","129","725",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027017","1","4","STD","ENV","genomic DNA","638","linear","2012-07-30","113","2016-06-23","129","723",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027019","1","4","STD","ENV","genomic DNA","638","linear","2012-07-30","113","2016-06-23","129","721",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX027020","1","4","STD","ENV","genomic DNA","637","linear","2012-07-30","113","2016-06-23","129","720",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"EF222256","1","1","STD","INV","genomic DNA","235","linear","2009-07-19","101","2009-07-19","101","1088",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX958469","1","1","STD","INV","genomic DNA","484","linear","2017-04-12","132","2017-04-12","132","448",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879131","1","1","STD","INV","genomic DNA","569","linear","2017-04-12","132","2017-04-12","132","466",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879132","1","1","STD","INV","genomic DNA","487","linear","2017-04-12","132","2017-04-12","132","465",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879135","1","1","STD","INV","genomic DNA","669","linear","2017-04-12","132","2017-04-12","132","462",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879138","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","459",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879141","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","456",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ513193","1","1","STD","INV","genomic DNA","520","linear","2014-05-16","120","2014-05-16","120","950",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ605145","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","947",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF034777","1","1","STD","INV","genomic DNA","600","linear","2013-09-02","118","2013-09-02","118","970",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216413","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","819",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216440","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","803",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216444","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","802",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216460","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","794",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216466","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","791",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216468","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","790",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216469","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","789",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216477","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","786",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP216478","1","1","STD","INV","genomic DNA","704","linear","2015-03-03","124","2015-03-03","124","785",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG018464","1","1","STD","INV","genomic DNA","666","linear","2018-01-23","135","2018-01-23","135","380",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG018465","1","1","STD","INV","genomic DNA","633","linear","2018-01-23","135","2018-01-23","135","379",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KM115984","1","1","STD","INV","genomic DNA","704","linear","2014-12-03","123","2014-12-03","123","901",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KM115986","1","1","STD","INV","genomic DNA","704","linear","2014-12-03","123","2014-12-03","123","900",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX069236","1","1","STD","INV","genomic DNA","593","linear","2016-06-13","129","2016-06-13","129","533",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"EU622909","1","1","STD","INV","genomic DNA","235","linear","2009-01-05","98","2009-01-05","98","1093",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU527125","1","1","STD","INV","genomic DNA","666","linear","2016-08-03","129","2016-08-03","129","519",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU527126","1","1","STD","INV","genomic DNA","666","linear","2016-08-03","129","2016-08-03","129","518",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX863669","1","1","STD","INV","genomic DNA","666","linear","2017-02-14","131","2017-02-14","131","481",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JQ976622","1","2","STD","INV","genomic DNA","640","linear","2012-05-10","112","2013-03-24","116","995",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
