"","accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"242","KT267958","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","637",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"243","KT267960","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","635",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"244","KJ831221","2","2","STD","INV","genomic DNA","518","linear","2014-08-26","121","2015-02-13","123","858",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"245","KU232309","1","1","STD","INV","genomic DNA","583","linear","2016-05-13","128","2016-05-13","128","610",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"246","KU232310","1","1","STD","INV","genomic DNA","634","linear","2016-05-13","128","2016-05-13","128","609",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"247","MK645950","1","1","STD","INV","genomic DNA","596","linear","2019-03-25","140","2019-03-25","140","196",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"248","MK645954","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","192",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"249","MK645969","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","177",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"250","MK645968","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","178",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"251","MK645953","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","193",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"252","MK645961","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","185",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"253","MK645946","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","200",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"254","MK645966","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","180",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"255","MK645948","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","198",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"256","MK645960","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","186",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"257","MK645949","1","1","STD","INV","genomic DNA","602","linear","2019-03-25","140","2019-03-25","140","197",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"258","MK645955","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","191",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"259","MK645956","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","190",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"260","MK645965","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","181",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"261","MK645958","1","1","STD","INV","genomic DNA","596","linear","2019-03-25","140","2019-03-25","140","188",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"262","MK645959","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","187",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"263","MK645947","1","1","STD","INV","genomic DNA","598","linear","2019-03-25","140","2019-03-25","140","199",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"264","MK645951","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","195",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"265","MK645952","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","194",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"266","MK645957","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","189",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"267","JQ867389","1","1","STD","INV","genomic DNA","601","linear","2012-06-04","113","2012-06-04","113","1009",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"268","JQ867390","1","1","STD","INV","genomic DNA","609","linear","2012-06-04","113","2012-06-04","113","1008",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"269","KF439866","1","5","STD","INV","genomic DNA","604","linear","2013-09-30","118","2015-04-21","124","763",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"270","KF439867","1","5","STD","INV","genomic DNA","595","linear","2013-09-30","118","2015-04-21","124","762",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"271","KT587790","1","2","STD","INV","genomic DNA","542","linear","2015-09-12","126","2017-12-20","135","383",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"272","DQ315566","1","2","STD","INV","genomic DNA","552","linear","2005-12-27","86","2006-03-14","87","1106",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"273","KT587789","1","2","STD","INV","genomic DNA","540","linear","2015-09-12","126","2017-12-20","135","384",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"274","DQ315565","1","2","STD","INV","genomic DNA","552","linear","2005-12-27","86","2006-03-14","87","1107",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"275","MG254598","1","1","STD","INV","genomic DNA","622","linear","2018-11-13","138","2018-11-13","138","275",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"276","MG254615","1","1","STD","INV","genomic DNA","617","linear","2018-11-13","138","2018-11-13","138","258",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"277","MG254622","1","1","STD","INV","genomic DNA","638","linear","2018-11-13","138","2018-11-13","138","251",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"278","MG254575","1","1","STD","INV","genomic DNA","622","linear","2018-11-13","138","2018-11-13","138","298",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"279","MG254582","1","1","STD","INV","genomic DNA","621","linear","2018-11-13","138","2018-11-13","138","291",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"280","MG254591","1","1","STD","INV","genomic DNA","634","linear","2018-11-13","138","2018-11-13","138","282",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"281","MG254592","1","1","STD","INV","genomic DNA","624","linear","2018-11-13","138","2018-11-13","138","281",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"282","MG254604","1","1","STD","INV","genomic DNA","631","linear","2018-11-13","138","2018-11-13","138","269",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"283","MG254579","1","1","STD","INV","genomic DNA","626","linear","2018-11-13","138","2018-11-13","138","294",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"284","MG254594","1","1","STD","INV","genomic DNA","626","linear","2018-11-13","138","2018-11-13","138","279",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"285","MG254600","1","1","STD","INV","genomic DNA","629","linear","2018-11-13","138","2018-11-13","138","273",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"286","MG254611","1","1","STD","INV","genomic DNA","635","linear","2018-11-13","138","2018-11-13","138","262",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"287","MG254578","1","1","STD","INV","genomic DNA","620","linear","2018-11-13","138","2018-11-13","138","295",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"288","MG254613","1","1","STD","INV","genomic DNA","620","linear","2018-11-13","138","2018-11-13","138","260",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"289","MG254614","1","1","STD","INV","genomic DNA","620","linear","2018-11-13","138","2018-11-13","138","259",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"290","MG254587","1","1","STD","INV","genomic DNA","626","linear","2018-11-13","138","2018-11-13","138","286",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"291","MG254590","1","1","STD","INV","genomic DNA","623","linear","2018-11-13","138","2018-11-13","138","283",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"292","MG254574","1","1","STD","INV","genomic DNA","623","linear","2018-11-13","138","2018-11-13","138","299",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"293","MG254603","1","1","STD","INV","genomic DNA","637","linear","2018-11-13","138","2018-11-13","138","270",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"294","MG254605","1","1","STD","INV","genomic DNA","631","linear","2018-11-13","138","2018-11-13","138","268",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"295","MG254618","1","1","STD","INV","genomic DNA","625","linear","2018-11-13","138","2018-11-13","138","255",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"296","MG254619","1","1","STD","INV","genomic DNA","624","linear","2018-11-13","138","2018-11-13","138","254",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"297","MG254620","1","1","STD","INV","genomic DNA","628","linear","2018-11-13","138","2018-11-13","138","253",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"298","MG254597","1","1","STD","INV","genomic DNA","631","linear","2018-11-13","138","2018-11-13","138","276",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"299","MG254602","1","1","STD","INV","genomic DNA","624","linear","2018-11-13","138","2018-11-13","138","271",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"300","MG254606","1","1","STD","INV","genomic DNA","633","linear","2018-11-13","138","2018-11-13","138","267",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"301","MG254607","1","1","STD","INV","genomic DNA","627","linear","2018-11-13","138","2018-11-13","138","266",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"302","MG254610","1","1","STD","INV","genomic DNA","616","linear","2018-11-13","138","2018-11-13","138","263",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"303","MG254573","1","1","STD","INV","genomic DNA","619","linear","2018-11-13","138","2018-11-13","138","300",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"304","MG254585","1","1","STD","INV","genomic DNA","623","linear","2018-11-13","138","2018-11-13","138","288",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"305","MG254576","1","1","STD","INV","genomic DNA","632","linear","2018-11-13","138","2018-11-13","138","297",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"306","MG254577","1","1","STD","INV","genomic DNA","623","linear","2018-11-13","138","2018-11-13","138","296",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"307","MG254580","1","1","STD","INV","genomic DNA","626","linear","2018-11-13","138","2018-11-13","138","293",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"308","MG254581","1","1","STD","INV","genomic DNA","612","linear","2018-11-13","138","2018-11-13","138","292",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"309","MG254583","1","1","STD","INV","genomic DNA","631","linear","2018-11-13","138","2018-11-13","138","290",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"310","MG254584","1","1","STD","INV","genomic DNA","614","linear","2018-11-13","138","2018-11-13","138","289",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"311","MG254586","1","1","STD","INV","genomic DNA","615","linear","2018-11-13","138","2018-11-13","138","287",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"312","MG254595","1","1","STD","INV","genomic DNA","630","linear","2018-11-13","138","2018-11-13","138","278",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"313","MG254599","1","1","STD","INV","genomic DNA","629","linear","2018-11-13","138","2018-11-13","138","274",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"314","MG254608","1","1","STD","INV","genomic DNA","622","linear","2018-11-13","138","2018-11-13","138","265",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"315","MG254609","1","1","STD","INV","genomic DNA","628","linear","2018-11-13","138","2018-11-13","138","264",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"316","MG254596","1","1","STD","INV","genomic DNA","616","linear","2018-11-13","138","2018-11-13","138","277",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"317","MG254621","1","1","STD","INV","genomic DNA","627","linear","2018-11-13","138","2018-11-13","138","252",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"318","MG254623","1","1","STD","INV","genomic DNA","630","linear","2018-11-13","138","2018-11-13","138","250",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"319","DQ198378","1","1","STD","INV","genomic DNA","562","linear","2005-10-02","85","2005-10-02","85","1068",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"320","DQ198379","1","1","STD","INV","genomic DNA","562","linear","2005-10-02","85","2005-10-02","85","1067",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"321","KT955848","1","1","STD","INV","genomic DNA","568","linear","2015-11-19","127","2015-11-19","127","719",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"322","KY965141","1","1","STD","INV","genomic DNA","656","linear","2018-04-05","136","2018-04-05","136","329",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"323","MH699892","1","1","STD","INV","genomic DNA","620","linear","2019-01-02","139","2019-01-02","139","239",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"324","MH699890","1","1","STD","INV","genomic DNA","618","linear","2019-01-02","139","2019-01-02","139","241",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"325","MH699891","1","1","STD","INV","genomic DNA","622","linear","2019-01-02","139","2019-01-02","139","240",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"326","MH699884","1","1","STD","INV","genomic DNA","602","linear","2019-01-02","139","2019-01-02","139","247",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"327","MH699887","1","1","STD","INV","genomic DNA","616","linear","2019-01-02","139","2019-01-02","139","244",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"328","MH699886","1","1","STD","INV","genomic DNA","612","linear","2019-01-02","139","2019-01-02","139","245",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"329","MH699888","1","1","STD","INV","genomic DNA","619","linear","2019-01-02","139","2019-01-02","139","243",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"330","MH699885","1","1","STD","INV","genomic DNA","616","linear","2019-01-02","139","2019-01-02","139","246",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"331","MH699889","1","1","STD","INV","genomic DNA","620","linear","2019-01-02","139","2019-01-02","139","242",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"332","KU597242","1","1","STD","INV","genomic DNA","666","linear","2016-11-03","130","2016-11-03","130","505",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"333","KU597239","1","1","STD","INV","genomic DNA","625","linear","2016-11-03","130","2016-11-03","130","508",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"334","KU597240","1","1","STD","INV","genomic DNA","625","linear","2016-11-03","130","2016-11-03","130","507",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"335","KU597241","1","1","STD","INV","genomic DNA","625","linear","2016-11-03","130","2016-11-03","130","506",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"336","KP233215","1","1","STD","INV","genomic DNA","663","linear","2015-04-16","124","2015-04-16","124","764",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"337","MF142765","1","1","STD","INV","genomic DNA","625","linear","2017-07-19","133","2017-07-19","133","429",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"338","JX118828","1","1","STD","INV","genomic DNA","635","linear","2012-08-19","113","2012-08-19","113","1005",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"339","MK301146","1","2","STD","INV","genomic DNA","611","linear","2019-04-23","140","2019-05-10","140","127",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"340","MK301147","1","2","STD","INV","genomic DNA","612","linear","2019-04-23","140","2019-05-10","140","126",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"341","FJ497019","1","2","STD","INV","genomic DNA","653","linear","2009-01-15","99","2009-07-10","101","1077",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"342","LC428208","1","1","STD","INV","genomic DNA","631","linear","2018-10-22","138","2018-10-22","138","226",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"343","KU360326","1","1","STD","INV","genomic DNA","658","linear","2016-03-07","128","2016-03-07","128","624",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"344","MK301151","1","2","STD","INV","genomic DNA","611","linear","2019-04-23","140","2019-05-10","140","122",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"345","MK301152","1","2","STD","INV","genomic DNA","610","linear","2019-04-23","140","2019-05-10","140","121",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"346","FJ497009","1","2","STD","INV","genomic DNA","647","linear","2009-01-15","99","2009-07-10","101","1087",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"347","FJ497014","1","2","STD","INV","genomic DNA","586","linear","2009-01-15","99","2009-07-10","101","1082",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"348","FJ497021","1","2","STD","INV","genomic DNA","655","linear","2009-01-15","99","2009-07-10","101","1075",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"349","MK301148","1","2","STD","INV","genomic DNA","610","linear","2019-04-23","140","2019-05-10","140","125",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"350","KX818220","1","1","STD","ENV","genomic DNA","666","linear","2017-05-18","132","2017-05-18","132","433",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"351","KX082909","1","1","STD","INV","genomic DNA","564","linear","2016-05-20","128","2016-05-20","128","599",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"352","KF692038","1","1","STD","INV","genomic DNA","608","linear","2013-12-12","119","2013-12-12","119","961",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"353","KF692040","1","1","STD","INV","genomic DNA","616","linear","2013-12-12","119","2013-12-12","119","959",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"354","LC018207","1","1","STD","INV","genomic DNA","602","linear","2015-05-21","124","2015-05-21","124","743",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"355","LC018208","1","1","STD","INV","genomic DNA","615","linear","2015-05-21","124","2015-05-21","124","742",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"356","LC018202","1","1","STD","INV","genomic DNA","597","linear","2015-05-21","124","2015-05-21","124","748",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"357","LC018203","1","1","STD","INV","genomic DNA","601","linear","2015-05-21","124","2015-05-21","124","747",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"358","LC018205","1","1","STD","INV","genomic DNA","596","linear","2015-05-21","124","2015-05-21","124","745",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"359","LC018209","1","1","STD","INV","genomic DNA","620","linear","2015-05-21","124","2015-05-21","124","741",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"360","LC018193","1","1","STD","INV","genomic DNA","586","linear","2015-05-21","124","2015-05-21","124","757",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"361","LC018198","1","1","STD","INV","genomic DNA","524","linear","2015-05-21","124","2015-05-21","124","752",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"362","FJ497020","1","2","STD","INV","genomic DNA","653","linear","2009-01-15","99","2009-07-10","101","1076",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
